datetime,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2014-01-18T19:50:00Z,277,10.8,12.7,NaN,NaN,NaN,NaN,1005.1,3.1,5.2,NaN,NaN,NaN
2014-01-18T20:50:00Z,271,9.6,11.3,NaN,NaN,NaN,NaN,1006.1,3.5,5.2,NaN,NaN,NaN
2014-01-18T21:50:00Z,264,10.9,13.2,NaN,NaN,NaN,NaN,1007.2,2.6,5.3,NaN,NaN,NaN
2014-01-18T22:50:00Z,275,11.7,14.3,NaN,NaN,NaN,NaN,1007.5,1.2,5.3,NaN,NaN,NaN
2014-01-18T23:50:00Z,273,12,14.2,NaN,NaN,NaN,NaN,1008.1,0.6,5.2,NaN,NaN,NaN
2014-01-19T00:50:00Z,272,11.7,13.9,NaN,NaN,NaN,NaN,1009.1,-0.2,5.2,NaN,NaN,NaN
2014-01-19T01:50:00Z,266,11.5,13.9,NaN,NaN,NaN,NaN,1010,-0.6,5.2,NaN,NaN,NaN
2014-01-19T02:50:00Z,273,10.7,13.1,NaN,NaN,NaN,NaN,1009.6,-0.6,5.2,NaN,NaN,NaN
2014-01-19T03:50:00Z,270,9.4,11.8,NaN,NaN,NaN,NaN,1010.2,-0.9,5.2,NaN,NaN,NaN
2014-01-19T04:50:00Z,265,11,13.5,NaN,NaN,NaN,NaN,1010.6,-1.8,5.2,NaN,NaN,NaN
2014-01-19T05:50:00Z,272,8.9,10.6,NaN,NaN,NaN,NaN,1010.2,-2.1,5.2,NaN,NaN,NaN
2014-01-19T06:50:00Z,260,8.8,10.5,NaN,NaN,NaN,NaN,1010.4,-2.3,5.2,NaN,NaN,NaN
2014-01-19T07:50:00Z,260,9.6,11.6,NaN,NaN,NaN,NaN,1010.7,-2.6,5.2,NaN,NaN,NaN
2014-01-19T08:50:00Z,264,9.2,11.4,NaN,NaN,NaN,NaN,1010.2,-2.8,5.1,NaN,NaN,NaN
2014-01-19T09:50:00Z,263,8.6,10.1,NaN,NaN,NaN,NaN,1010,-2.9,5.1,NaN,NaN,NaN
2014-01-19T10:50:00Z,258,7.9,9.4,NaN,NaN,NaN,NaN,1010,-2.8,5.1,NaN,NaN,NaN
2014-01-19T11:50:00Z,250,8.3,9.4,NaN,NaN,NaN,NaN,1010.3,-3,5.1,NaN,NaN,NaN
2014-01-19T12:50:00Z,240,8.1,10.4,NaN,NaN,NaN,NaN,1010.3,-2.8,5,NaN,NaN,NaN
2014-01-19T13:50:00Z,244,8.5,11.1,NaN,NaN,NaN,NaN,1010.2,-3,5.1,NaN,NaN,NaN
2014-01-19T14:50:00Z,246,6.8,8.4,NaN,NaN,NaN,NaN,1010.3,-2.8,5.1,NaN,NaN,NaN
2014-01-19T15:50:00Z,231,6.7,8.4,NaN,NaN,NaN,NaN,1009.5,-2.1,5,NaN,NaN,NaN
2014-01-19T16:50:00Z,235,7.2,8.2,NaN,NaN,NaN,NaN,1008.1,-1.3,5.1,NaN,NaN,NaN
2014-01-19T17:50:00Z,233,5.9,7.8,NaN,NaN,NaN,NaN,1006.8,0.4,5.2,NaN,NaN,NaN
2014-01-19T18:50:00Z,271,5.7,6.8,NaN,NaN,NaN,NaN,1005.8,1.1,5.3,NaN,NaN,NaN
2014-01-19T19:50:00Z,255,7.6,9,NaN,NaN,NaN,NaN,1005.4,3.3,5.3,NaN,NaN,NaN
2014-01-19T20:50:00Z,253,10.2,12.3,NaN,NaN,NaN,NaN,1005.1,3.6,5.3,NaN,NaN,NaN
2014-01-19T21:50:00Z,246,10.7,12.6,NaN,NaN,NaN,NaN,1005.2,4.4,5.3,NaN,NaN,NaN
2014-01-19T22:50:00Z,242,11,12.7,NaN,NaN,NaN,NaN,1005.4,4.5,5.2,NaN,NaN,NaN
2014-01-19T23:50:00Z,251,8.2,10.1,NaN,NaN,NaN,NaN,1005.9,4.3,5.2,NaN,NaN,NaN
2014-01-20T00:50:00Z,235,9.4,11.3,NaN,NaN,NaN,NaN,1005.4,4.5,5.2,NaN,NaN,NaN
2014-01-20T01:50:00Z,232,11,13.7,NaN,NaN,NaN,NaN,1005,4.7,5.2,NaN,NaN,NaN
2014-01-20T02:50:00Z,232,10.4,12.3,NaN,NaN,NaN,NaN,1005,4.7,5.1,NaN,NaN,NaN
2014-01-20T03:50:00Z,235,10.2,11.9,NaN,NaN,NaN,NaN,1005,4.6,5.1,NaN,NaN,NaN
2014-01-20T04:50:00Z,228,8.5,10,NaN,NaN,NaN,NaN,1005,4.3,5.1,NaN,NaN,NaN
2014-01-20T05:50:00Z,240,9.2,10.8,NaN,NaN,NaN,NaN,1004.6,4.4,5,NaN,NaN,NaN
2014-01-20T06:50:00Z,236,8,10,NaN,NaN,NaN,NaN,1004.4,4.1,4.9,NaN,NaN,NaN
2014-01-20T07:50:00Z,232,9.5,11.5,NaN,NaN,NaN,NaN,1004.3,4.1,4.9,NaN,NaN,NaN
2014-01-20T08:50:00Z,228,10.5,12.1,NaN,NaN,NaN,NaN,1004.5,3.9,4.9,NaN,NaN,NaN
2014-01-20T09:50:00Z,228,9.4,10.7,NaN,NaN,NaN,NaN,1004.3,3.9,4.8,NaN,NaN,NaN
2014-01-20T10:50:00Z,230,10.2,12.5,NaN,NaN,NaN,NaN,1004.2,4,4.7,NaN,NaN,NaN
2014-01-20T11:50:00Z,228,10.1,12.1,NaN,NaN,NaN,NaN,1004,4,4.7,NaN,NaN,NaN
2014-01-20T12:50:00Z,234,8.5,10,NaN,NaN,NaN,NaN,1004.1,3.9,4.5,NaN,NaN,NaN
2014-01-20T13:50:00Z,244,7.8,9.2,NaN,NaN,NaN,NaN,1004.5,4.1,4.4,NaN,NaN,NaN
2014-01-20T14:50:00Z,230,7.1,8.1,NaN,NaN,NaN,NaN,1004.4,4.4,4.4,NaN,NaN,NaN
2014-01-20T15:50:00Z,254,6.6,7.6,NaN,NaN,NaN,NaN,1004,4.9,4.4,NaN,NaN,NaN
2014-01-20T16:50:00Z,249,6,6.9,NaN,NaN,NaN,NaN,1002.7,4.9,4.4,NaN,NaN,NaN
2014-01-20T17:50:00Z,231,3.8,4.5,NaN,NaN,NaN,NaN,1002.3,5.4,4.4,NaN,NaN,NaN
2014-01-20T18:50:00Z,257,1.6,2.2,NaN,NaN,NaN,NaN,1002.6,5.7,4.5,NaN,NaN,NaN
2014-01-20T19:50:00Z,277,6.3,9,NaN,NaN,NaN,NaN,1002.8,6.6,4.5,NaN,NaN,NaN
2014-01-20T20:50:00Z,299,9.1,10.7,NaN,NaN,NaN,NaN,1003.4,6.5,4.5,NaN,NaN,NaN
2014-01-20T21:50:00Z,285,11,13.8,NaN,NaN,NaN,NaN,1004.2,6.3,4.5,NaN,NaN,NaN
2014-01-20T22:50:00Z,279,13.4,16.7,NaN,NaN,NaN,NaN,1005.3,6.3,4.5,NaN,NaN,NaN
2014-01-20T23:50:00Z,270,9.3,11.6,NaN,NaN,NaN,NaN,1007.1,5.9,4.5,NaN,NaN,NaN
2014-01-21T00:50:00Z,279,10.1,12.8,NaN,NaN,NaN,NaN,1007.6,5.6,4.5,NaN,NaN,NaN
2014-01-21T01:50:00Z,285,9.8,12.2,NaN,NaN,NaN,NaN,1008.4,5.1,4.5,NaN,NaN,NaN
2014-01-21T02:50:00Z,291,9.5,12,NaN,NaN,NaN,NaN,1009.5,5,4.5,NaN,NaN,NaN
2014-01-21T03:50:00Z,332,9.2,10.9,NaN,NaN,NaN,NaN,1010.8,3.4,4.5,NaN,NaN,NaN
2014-01-21T04:50:00Z,321,7.1,8.3,NaN,NaN,NaN,NaN,1011.7,2.7,4.5,NaN,NaN,NaN
2014-01-21T05:50:00Z,3,6.6,8.3,NaN,NaN,NaN,NaN,1012.4,1.8,4.5,NaN,NaN,NaN
2014-01-21T06:50:00Z,356,7.8,9.7,NaN,NaN,NaN,NaN,1012.8,0.7,4.4,NaN,NaN,NaN
2014-01-21T07:50:00Z,8,7.9,9.6,NaN,NaN,NaN,NaN,1013.5,-0.6,4.5,NaN,NaN,NaN
2014-01-21T08:50:00Z,357,9.2,11.2,NaN,NaN,NaN,NaN,1013.6,-1.5,4.5,NaN,NaN,NaN
2014-01-21T09:50:00Z,6,7.9,9.8,NaN,NaN,NaN,NaN,1014.1,-1.8,4.5,NaN,NaN,NaN
2014-01-21T10:50:00Z,24,6.2,8,NaN,NaN,NaN,NaN,1014.3,-1.8,4.4,NaN,NaN,NaN
2014-01-21T11:50:00Z,22,7.7,9.3,NaN,NaN,NaN,NaN,1013.7,-1.7,4.4,NaN,NaN,NaN
2014-01-21T12:50:00Z,64,6.8,8.8,NaN,NaN,NaN,NaN,1014.5,-1.7,4.3,NaN,NaN,NaN
2014-01-21T13:50:00Z,55,7.8,9.6,NaN,NaN,NaN,NaN,1014.3,-1.9,4.3,NaN,NaN,NaN
2014-01-21T14:50:00Z,56,8.2,10.6,NaN,NaN,NaN,NaN,1014.5,-2.2,4.2,NaN,NaN,NaN
2014-01-21T15:50:00Z,43,10.2,12.9,NaN,NaN,NaN,NaN,1014.2,-3.4,4.2,NaN,NaN,NaN
2014-01-21T16:50:00Z,28,11.1,12.5,NaN,NaN,NaN,NaN,1013.3,-4.6,4.2,NaN,NaN,NaN
2014-01-21T17:50:00Z,22,13,15.7,NaN,NaN,NaN,NaN,1011,-5.2,4.2,NaN,NaN,NaN
2014-01-21T18:50:00Z,24,13.4,15.9,NaN,NaN,NaN,NaN,1010.1,-6.1,4.2,NaN,NaN,NaN
2014-01-21T19:50:00Z,19,11,13.3,NaN,NaN,NaN,NaN,1010.6,-6.2,4.3,NaN,NaN,NaN
2014-01-21T20:50:00Z,19,12.1,14.9,NaN,NaN,NaN,NaN,1010.8,-6.5,4.5,NaN,NaN,NaN
